feature,text,clase,tweet_id,origin,clean_tokens,word_count,token_count
"No entiendo por qué un Mamerto, un resentido social, un vago o una feminazi les da por seguir mi cuenta. Ni por el putas voy a dejar de ser de derecha, soy uribista con todo lo que implica la autocrítica pero no se equivoquen.","no entiendo por qué un mamerto, un resentido social, un vago o una feminazi les da por seguir mi cuenta. ni por el putas voy a dejar de ser de derecha, soy uribista con todo lo que implica la autocrítica pero no se equivoquen",violent,1.203124780402119e+18,misocorpus,"[no, entiendo, por, qué, un, mamerto, un, resentido, social, un, vago, o, una, feminazi, les, da, por, seguir, mi, cuenta, ni, por, el, putas, voy, a, dejar, de, ser, de, derecha, soy, uribista, con, todo, lo, que, implica, la, autocrítica, pero, no, se, equivoquen]",44,44
Respuesta a las FemiNazi https://t.co/6AH6of87DQ,respuesta a las feminazi,violent,1.202915777315328e+18,misocorpus,"[respuesta, a, las, feminazi]",4,4
"Pregunta seria, este Domingo se puede felicitar a las madres en su día o estaria en franca violación de algún artículo del  manuscrito Voynich-feminazi aprobado en la convención de la Academia Mágica Beauxbatons.","pregunta seria, este domingo se puede felicitar a las madres en su día o estaria en franca violación de algún artículo del manuscrito voynich-feminazi aprobado en la convención de la academia mágica beauxbatons",violent,1.2031053524321485e+18,misocorpus,"[pregunta, seria, este, domingo, se, puede, felicitar, a, las, madres, en, su, día, o, estaria, en, franca, violación, de, algún, artículo, del, manuscrito, aprobado, en, la, convención, de, la, academia, mágica]",33,31
No sera por que debe pasar los 82 años Feminazi resentida. https://t.co/i7ymY1EHCf,no sera por que debe pasar los 82 años feminazi resentida.,violent,1.2030996319300076e+18,misocorpus,"[no, sera, por, que, debe, pasar, los, años, feminazi, resentida]",11,10
Acabo de pasar por una marcha feminazi y creo que el Rosario del pecho me vibraba como el medallón del brujo cuando tiene mounstros cerca,acabo de pasar por una marcha feminazi y creo que el rosario del pecho me vibraba como el medallón del brujo cuando tiene mounstros cerca,violent,1.2030699156887716e+18,misocorpus,"[acabo, de, pasar, por, una, marcha, feminazi, y, creo, que, el, rosario, del, pecho, me, vibraba, como, el, medallón, del, brujo, cuando, tiene, mounstros, cerca]",25,25
Para las feminazis. Respeto mutuo 😎 #feminismo #feminazi https://t.co/jOAtAb9R5u,para las feminazis. respeto mutuo #feminismo #feminazi,violent,1.2030395785521766e+18,misocorpus,"[para, las, feminazis, respeto, mutuo, feminismo, feminazi]",7,7
Mostritas #Feminazi amenazando como ellas saben. https://t.co/NPYWWiqaVV,mostritas #feminazi amenazando como ellas saben.,violent,1.20362760975992e+18,misocorpus,"[feminazi, amenazando, como, ellas, saben]",6,5
"Aplaudo las luchas historicas de igualdad de genero por parte de mujeres heroicas, pero lo que no se debe aplaudir hoy dia es ese feminismo radical (feminazi) que esta contribuyendo al deterioro social ( la familia ). Y el estado es complice.","aplaudo las luchas historicas de igualdad de genero por parte de mujeres heroicas, pero lo que no se debe aplaudir hoy dia es ese feminismo radical (feminazi) que esta contribuyendo al deterioro social ( la familia ). y el estado es complice",violent,1.2030314851518956e+18,misocorpus,"[aplaudo, las, luchas, historicas, de, igualdad, de, genero, por, parte, de, mujeres, heroicas, pero, lo, que, no, se, debe, aplaudir, hoy, dia, es, ese, feminismo, radical, feminazi, que, esta, contribuyendo, al, deterioro, social, la, familia, y, el, estado, es, complice]",42,40
"¿Algún día los organismos defensores de la mujer y los DDHH como el @MimpPeru y @Defensoria_Peru se indignarán y condenarán las estupideces que le dicen a diario a @giulianacaccia en las redes? ¿O solo se indignan cuando tocan a una feminazi o progre, como la calabaza del MEF? https://t.co/OeGTiNJxMQ","¿algún día los organismos defensores de la mujer y los ddhh como el @mimpperu y @defensoria_peru se indignarán y condenarán las estupideces que le dicen a diario a @giulianacaccia en las redes? ¿o solo se indignan cuando tocan a una feminazi o progre, como la calabaza del mef?",violent,1.2030110031113462e+18,misocorpus,"[algún, día, los, organismos, defensores, de, la, mujer, y, los, ddhh, como, el, y, se, y, condenarán, las, estupideces, que, le, dicen, a, diario, a, en, las, redes, o, solo, se, indignan, cuando, tocan, a, una, feminazi, o, progre, como, la, calabaza, del]",48,43
"detesto la ideologia feminazi, pero reconozco que la cancion es pagajosa","detesto la ideologia feminazi, pero reconozco que la cancion es pagajosa",violent,1.2029582025199002e+18,misocorpus,"[detesto, la, ideologia, feminazi, pero, reconozco, que, la, cancion, es]",11,10
"Esta feminazi es pulenta, flaite ordinaria.....y te voy a tratar más mal....ROTAAAAA https://t.co/KbMhPcH5gx","esta feminazi es pulenta, flaite ordinaria.....y te voy a tratar más mal....rotaaaaa",violent,1.2044110496439296e+18,misocorpus,"[esta, feminazi, es, pulenta, flaite, ordinaria, y, te, voy, a, tratar, más, mal]",12,13
"Mrc
Quien toma en serio los memes?
Solo una feminazi a favor del aborto que tengo en mi Facebook 
Que muchacha más ridícula en la vida",mrc quien toma en serio los memes? solo una feminazi a favor del aborto que tengo en mi facebook que muchacha más ridícula en la vida,violent,1.2037066727300383e+18,misocorpus,"[quien, toma, en, serio, los, memes, solo, una, feminazi, a, favor, del, aborto, que, tengo, en, mi, facebook, que, muchacha, más, ridícula, en, la, vida]",26,25
"No gorda no mereces que te mencione, no voy a darle vista a semejante par de estupidos, tú eres una pendeja que necesita aprobación masculina y dice que no apoya una causa donde hablan de que violan MUJERES y el man tratándome de feminazi por decirle que es un bobo hpta jaja","no gorda no mereces que te mencione, no voy a darle vista a semejante par de estupidos, tú eres una pendeja que necesita aprobación masculina y dice que no apoya una causa donde hablan de que violan mujeres y el man tratándome de feminazi por decirle que es un bobo hpta jaja",violent,1.2023584216741806e+18,misocorpus,"[no, gorda, no, mereces, que, te, mencione, no, voy, a, darle, vista, a, semejante, par, de, estupidos, tú, eres, una, pendeja, que, necesita, aprobación, masculina, y, dice, que, no, apoya, una, causa, donde, hablan, de, que, violan, mujeres, y, el, man, tratándome, de, feminazi, por, decirle, que, es, un, bobo, jaja]",52,51
Aquí ni piense convertirse en feminazi https://t.co/CB6ImBRW8Q,aquí ni piense convertirse en feminazi,violent,1.2052828573311222e+18,misocorpus,"[aquí, ni, piense, convertirse, en, feminazi]",6,6
"Cómo reconocer a una #feminazi: No entienden la diferencia entre una #feminista y una feminazi (Y piensan que por postear esto, soy violador o misógino) 

Lean, estudien e infórmense, para que en unos años se den cuenta de lo pendejas/os que eran. https://t.co/liCmLpMi1e","cómo reconocer a una #feminazi: no entienden la diferencia entre una #feminista y una feminazi (y piensan que por postear esto, soy violador o misógino) lean, estudien e infórmense, para que en unos años se den cuenta de lo pendejas/os que eran.",violent,1.202238094747095e+18,misocorpus,"[cómo, reconocer, a, una, feminazi, no, entienden, la, diferencia, entre, una, feminista, y, una, feminazi, y, piensan, que, por, postear, esto, soy, violador, o, misógino, lean, estudien, e, infórmense, para, que, en, unos, años, se, den, cuenta, de, lo, pendejas, os, que, eran]",42,43
Uno de los requisitos para ser feminazi es ser feisisimaaaa jajaja,uno de los requisitos para ser feminazi es ser feisisimaaaa jajaja,violent,1.2026601604282286e+18,misocorpus,"[de, los, requisitos, para, ser, feminazi, es, ser, jajaja]",11,9
"Ayala 😖😖😖
Pobre tipo...

Y eso q no parece Feminazi 😵 https://t.co/HMNB7pZez5",ayala pobre tipo... y esoque no parece feminazi,violent,1.2025598041888973e+18,misocorpus,"[ayala, pobre, tipo, y, no, parece, feminazi]",8,7
"Carajo! 
Por fin leo a una dama opinar coherentemente del tema.
Hay cada pro- feminazi que es enfermizo hasta leerlas..
Bien Mariela, completamente de acuerdo contigo.
El desenlace sólo PES compete a los protagonistas en el ámbito estrictamente familiar.
Un abrazo. https://t.co/LCCecq4RVK","carajo! por fin leo a una dama opinar coherentemente del tema. hay cada pro- feminazi que es enfermizo hasta leerlas.. bien mariela, completamente de acuerdo contigo. el desenlace sólo pes compete a los protagonistas en el ámbito estrictamente familiar. un abrazo.",violent,1.202461938023895e+18,misocorpus,"[carajo, por, fin, leo, a, una, dama, opinar, coherentemente, del, tema, hay, cada, pro-, feminazi, que, es, enfermizo, hasta, leerlas, bien, mariela, completamente, de, acuerdo, contigo, el, desenlace, sólo, pes, compete, a, los, protagonistas, en, el, ámbito, estrictamente, familiar, un, abrazo]",41,41
"Quisiera que alguna ex feminista, o mejor dicho, ex feminazi (puede seguir siendo feminista) me cuente su experiencia y cómo se dio su despertar, cómo lo identificó y por qué decidió dejar de ser femimarxi.","quisiera que alguna ex feminista, o mejor dicho, ex feminazi (puede seguir siendo feminista) me cuente su experiencia y cómo se dio su despertar, cómo lo identificó y por qué decidió dejar de ser femimarxi",violent,1.2024448597323205e+18,misocorpus,"[quisiera, que, alguna, ex, feminista, o, mejor, dicho, ex, feminazi, puede, seguir, siendo, feminista, me, cuente, su, experiencia, y, cómo, se, dio, su, despertar, cómo, lo, identificó, y, por, qué, decidió, dejar, de, ser]",35,34
"Joda aquí en Twitter si debe haber feminazi, menor tengo cuidado con lo que digo.","joda aquí en twitter si debe haber feminazi, menor tengo cuidado con lo que digo",violent,1.2024392802216632e+18,misocorpus,"[joda, aquí, en, twitter, si, debe, haber, feminazi, menor, tengo, cuidado, con, lo, que, digo]",15,15
"Ésto demuestra claramente que la ""feminazi"" es otra y si existen, acá está 👇🏽👇🏽👇🏽👇🏽 https://t.co/OGFenuK9j4","ésto demuestra claramente que la feminazi es otra y si existen, acá está",violent,1.2024330103705805e+18,misocorpus,"[ésto, demuestra, claramente, que, la, feminazi, es, otra, y, si, existen, acá, está]",13,13
"Que alegría carajo, estoy más feliz que perro con dos colas, que veneco en barber shop, q feminazi viendo Steven Universe, bueno, uds entienden. Arriba Alianza!","que alegría carajo, estoy más feliz que perro con dos colas, que veneco en barber shop,que feminazi viendo steven universe, bueno, uds entienden. arriba alianza!",violent,1.202422974437118e+18,misocorpus,"[que, alegría, carajo, estoy, más, feliz, que, perro, con, colas, que, en, barber, shop, que, feminazi, viendo, steven, universe, bueno, uds, entienden, arriba, alianza]",25,24
"Los extremos son dañinos porqué desvirtúa la objetividad de un propósito para el bienestar común,  ejemplo de ello está imagen.
#elvioladorerastu #FemiNazis #Feminazi https://t.co/DJoJi4Xm62","los extremos son dañinos porqué desvirtúa la objetividad de un propósito para el bienestar común, ejemplo de ello está imagen. #elvioladorerastu #feminazis #feminazi",violent,1.202404139331969e+18,misocorpus,"[los, extremos, son, dañinos, porqué, desvirtúa, la, objetividad, de, un, propósito, para, el, bienestar, común, ejemplo, de, ello, está, imagen, feminazis, feminazi]",23,22
Ya salió alguna feminazi atacando por qué hay 5 mujeres en el piso ? https://t.co/7PvTNE16eO,ya salió alguna feminazi atacando por qué hay 5 mujeres en el piso ?,violent,1.2023973566810235e+18,misocorpus,"[ya, salió, alguna, feminazi, atacando, por, qué, hay, mujeres, en, el, piso]",14,12
Esa del saco verde (la que hace el solo de baile) es la feminazi más cuerda que he visto. https://t.co/OzAzwFJLLD,esa del saco verde (la que hace el solo de baile) es la feminazi más cuerda que he visto.,violent,1.202395870307783e+18,misocorpus,"[esa, del, saco, verde, la, que, hace, el, solo, de, baile, es, la, feminazi, más, cuerda, que, he, visto]",19,19
Ay no te la puedo aguante mi prima la feminazi y el amigue invisible navideño https://t.co/JA1VCPygA9,ay no te la puedo aguante mi prima la feminazi y el amigue invisible navideño,violent,1.2036999692424192e+18,misocorpus,"[ay, no, te, la, puedo, aguante, mi, prima, la, feminazi, y, el, invisible, navideño]",15,14
"Reaccionaria #Feminazi. Evo si es lucha ella no es nada cada año mas calva y nunca hizo nada. La conocemos, se sentó siempre del lado de la burguesía  #GolpeDeEstadoEnBoliva https://t.co/EjFSpFdtUq","reaccionaria #feminazi. evo si es lucha ella no es nada cada año mas calva y nunca hizo nada. la conocemos, se sentó siempre del lado de la burguesía #golpedeestadoenboliva",violent,1.2020670664272364e+18,misocorpus,"[reaccionaria, feminazi, evo, si, es, lucha, ella, no, es, nada, cada, año, mas, calva, y, nunca, hizo, nada, la, conocemos, se, sentó, siempre, del, lado, de, la, burguesía]",29,28
Asi fue como la niña se volvio feminazi https://t.co/lcnH0kzVk1,asi fue como la niña se volvio feminazi,violent,1.2036978215825408e+18,misocorpus,"[asi, fue, como, la, niña, se, volvio, feminazi]",8,8
"Que no señorita feminazi, ser virgen y resentida no es un talento válido para el miss universo...","que no señorita feminazi, ser virgen y resentida no es un talento válido para el miss universo..",violent,1.2036840534357688e+18,misocorpus,"[que, no, señorita, feminazi, ser, virgen, y, resentida, no, es, un, talento, válido, para, el, miss, universo]",17,17
"¿Uds no se han fijado en algo?
-Para ser Feminazi hay qué ser FEA 

Cuál chicas del Chavismo #Júrenlo",¿uds no se han fijado en algo? -para ser feminazi hay qué ser fea cuál chicas del chavismo #júrenlo,violent,1.2027190087321887e+18,misocorpus,"[uds, no, se, han, fijado, en, algo, -para, ser, feminazi, hay, qué, ser, fea, cuál, chicas, del, chavismo]",19,18
"Hoy escuché a una feminazi decir q si te ofende que te digan ""violador"" es pq tu personalidad está en construccion  .. 🤮Me encantan cuando te dicen como debes pensar sin usar tu inteligencia🙉 https://t.co/3Li191VsiI",hoy escuché a una feminazi decirque si te ofende que te digan violador es pque tu personalidad está en construccion .. me encantan cuando te dicen como debes pensar sin usar tu inteligencia,violent,1.204215838863233e+18,misocorpus,"[hoy, escuché, a, una, feminazi, decirque, si, te, ofende, que, te, digan, violador, es, tu, personalidad, está, en, construccion, me, encantan, cuando, te, dicen, como, debes, pensar, sin, usar, tu, inteligencia]",33,31
Cuando la feminazi descubre que es feminismo y no feminisma https://t.co/HGyhBuZWfN,cuando la feminazi descubre que es feminismo y no feminisma,violent,1.2048651628191908e+18,misocorpus,"[cuando, la, feminazi, descubre, que, es, feminismo, y, no]",10,9
Que extraño que la ADL no se ha pronunciado del saludo Nazi de las FemiNazi en todo el mundo 🤔 https://t.co/LfVhUAKRYd,que extraño que la adl no se ha pronunciado del saludo nazi de las feminazi en todo el mundo,violent,1.202198183658578e+18,misocorpus,"[que, extraño, que, la, no, se, ha, pronunciado, del, saludo, nazi, de, las, feminazi, en, todo, el, mundo]",19,18
"Un amigo me dijo que con esa canción de ""La culpa no era mía🎶"" le daba miedo salir a la calle y que ""una feminazi"" le cortara el pito.
Qué bien.
Acaba de descubrir lo que sentimos muchas mujeres al salir a la calle. 
Claro que sin lo del pito.",un amigo me dijo que con esa canción de la culpa no era mía le daba miedo salir a la calle y que una feminazi le cortara el pito. qué bien. acaba de descubrir lo que sentimos muchas mujeres al salir a la calle. claro que sin lo del pito,violent,1.2021828697723126e+18,misocorpus,"[un, amigo, me, dijo, que, con, esa, canción, de, la, culpa, no, era, mía, le, daba, miedo, salir, a, la, calle, y, que, una, feminazi, le, cortara, el, pito, qué, bien, acaba, de, descubrir, lo, que, sentimos, muchas, mujeres, al, salir, a, la, calle, claro, que, sin, lo, del, pito]",50,50
"STAAAAAAAP, ESTÁN QUEMANDO EL MEME DE LAS FEMINAZI MUY RÁPIDO.","staaaaaaap, están quemando el meme de las feminazi muy rápido",violent,1.202101871395115e+18,misocorpus,"[están, quemando, el, meme, de, las, feminazi, muy, rápido]",10,9
"Hasta cuando @Lenin tenemos que soportar a esta inepta  #FEMINAZI-Promuerte????
Ya Basta  !!!! 
#FueraRomoFuera https://t.co/VeU5j3WJIR",hasta cuando @lenin tenemos que soportar a esta inepta #feminazi-promuerte???? ya basta !!!! #fueraromofuera,violent,1.2020255604336804e+18,misocorpus,"[hasta, cuando, tenemos, que, soportar, a, esta, inepta, ya, basta]",14,10
"Si yo estoy haciendo mi trabajo y viene una ""feminista"" en una concentración y me daña mi instrumento de trabajo, además de echarme pintura en la cara solo les diré que después va a haber una féminazi menos.","si yo estoy haciendo mi trabajo y viene una feminista en una concentración y me daña mi instrumento de trabajo, además de echarme pintura en la cara solo les diré que después va a haber una féminazi menos",violent,1.2047527032488346e+18,misocorpus,"[si, yo, estoy, haciendo, mi, trabajo, y, viene, una, feminista, en, una, concentración, y, me, daña, mi, instrumento, de, trabajo, además, de, echarme, pintura, en, la, cara, solo, les, diré, que, después, va, a, haber, una, menos]",38,37
En todo el feminazi😅 https://t.co/FOK9an3ifz,en todo el feminazi,violent,1.204790155388883e+18,misocorpus,"[en, todo, el, feminazi]",4,4
Los Nazi de Hitler son niños de pecho al lado de las FemiNazi en el siglo 21 https://t.co/1w4ttQpGja,los nazi de hitler son niños de pecho al lado de las feminazi en el siglo 21,violent,1.2048873738401014e+18,misocorpus,"[los, nazi, de, hitler, son, niños, de, pecho, al, lado, de, las, feminazi, en, el, siglo]",17,16
"""..una feminazi que me insulte...uuuueeee.... HIP....a mí qué me importa....uuueeee...HIP...""..

¡Qué tal bombón!....Lo peor es que sano....¡ES PEOR!... https://t.co/TRHlzdSJcX",..una feminazi que me insulte...uuuueeee.... hip....a mí qué me importa....uuueeee...hip..... ¡qué tal bombón!....lo peor es que sano....¡es peor!...,violent,1.202233459256832e+18,misocorpus,"[una, feminazi, que, me, insulte, hip, a, mí, qué, me, importa, hip, qué, tal, lo, peor, es, que, sano, ¡es, peor]",18,21
"Si tu novia no se pone así cuando le pidas matrimonio dejala,escupela y sal corriendo que perdiste buco tiempo ahí x gusto brother.

Lo de escupir era jodiendo x si alguna feminazi salio herida por mi comentario https://t.co/dbhzucI0L1","si tu novia no se pone así cuando le pidas matrimonio dejala,escupela y sal corriendo que perdiste buco tiempo ahí x gusto brother. lo de escupir era jodiendo x si alguna feminazi salio herida por mi comentario",violent,1.2049395716303995e+18,misocorpus,"[si, tu, novia, no, se, pone, así, cuando, le, pidas, matrimonio, dejala, y, sal, corriendo, que, perdiste, buco, tiempo, ahí, x, gusto, brother, lo, de, escupir, era, jodiendo, x, si, alguna, feminazi, salio, herida, por, mi, comentario]",37,37
"Guisada tener una novia con pinta de niño paila, feminazi y que parece ñoca jajajajajajajajjaajjajaa","guisada tener una novia con pinta de niño paila, feminazi y que parece ñoca jajajajajajajajjaajjajaa",violent,1.2049865325973135e+18,misocorpus,"[guisada, tener, una, novia, con, pinta, de, niño, paila, feminazi, y, que, parece]",15,13
"Hoy amanecí con ganas de patear a una feminazi, si alguien conoce a alguna en Zacatlán páseme el dato que ya se la cargo su puta madre.","hoy amanecí con ganas de patear a una feminazi, si alguien conoce a alguna en zacatlán páseme el dato que ya se la cargo su puta madre",violent,1.2044335602177638e+18,misocorpus,"[hoy, amanecí, con, ganas, de, patear, a, una, feminazi, si, alguien, conoce, a, alguna, en, el, dato, que, ya, se, la, cargo, su, puta, madre]",27,25
Las infelices y resentidas de las feminazis quieren que a una persona se le robe su título universitario por tener humor negro. Más HDP no se consigue. https://t.co/rMgIeFbmPz,las infelices y resentidas de las feminazis quieren que a una persona se le robe su título universitario por tener humor negro. más hdp no se consigue.,violent,1.206944512578347e+18,misocorpus,"[las, infelices, y, resentidas, de, las, feminazis, quieren, que, a, una, persona, se, le, robe, su, título, universitario, por, tener, humor, negro, más, hdp, no, se, consigue]",27,27
"@meiermq Sus tetas cambiaron el mundo jajaja es una feminazi pero discrepo sí es una gran artista, lástima que el neomarxismo la capturó.","@meiermque sus tetas cambiaron el mundo jajaja es una feminazi pero discrepo sí es una gran artista, lástima que el neomarxismo la capturó",violent,1.206205019516625e+18,misocorpus,"[sus, tetas, cambiaron, el, mundo, jajaja, es, una, feminazi, pero, discrepo, sí, es, una, gran, artista, lástima, que, el, neomarxismo, la, capturó]",23,22
"@tianamooons Así son las feminazi;  pretenden imponer  la ""libertad"" del desenfreno, la ""libertad"" de la inmoralidad, la ""libertad"" de la sinrazón.","@tianamooons así son las feminazi; pretenden imponer la libertad del desenfreno, la libertad de la inmoralidad, la libertad de la sinrazón",violent,1.2059967904466207e+18,misocorpus,"[así, son, las, feminazi, pretenden, imponer, la, libertad, del, desenfreno, la, libertad, de, la, inmoralidad, la, libertad, de, la, sinrazón]",21,20
@LuxAndLan Uy una feminazi ser de Luz que está convencida que todo lo que dice es cierto. Que no acepta críticas pero se cree con todo el derecho de críticar. Estas mas cercana al movimiento Nazi tu que yo. Saludos.,@luxandlan uy una feminazi ser de luz que está convencida que todo lo que dice es cierto. que no acepta críticas pero se cree con todo el derecho de críticar. estas mas cercana al movimiento nazi tu que yo. saludos,violent,1.206043882364031e+18,misocorpus,"[uy, una, feminazi, ser, de, luz, que, está, convencida, que, todo, lo, que, dice, es, cierto, que, no, acepta, críticas, pero, se, cree, con, todo, el, derecho, de, estas, mas, cercana, al, movimiento, nazi, tu, que, yo, saludos]",40,38
"@EnriqueRG36 @BisouCaramel Opino y sin herir susceptibilidades, la protesta en contra a la violencia de las mujeres esta bien manifestarlo , dada las circunstancias en casos de feminicidios, en lo que no estoy de acuerdo, es en que lo hagan un movimiento feminazi, y que copien a otros países!!","@enriquerg36 @bisoucaramel opino y sin herir susceptibilidades, la protesta en contra a la violencia de las mujeres esta bien manifestarlo , dada las circunstancias en casos de feminicidios, en lo que no estoy de acuerdo, es en que lo hagan un movimiento feminazi, y que copien a otros países!!",violent,1.2060476877260513e+18,misocorpus,"[opino, y, sin, herir, susceptibilidades, la, protesta, en, contra, a, la, violencia, de, las, mujeres, esta, bien, manifestarlo, dada, las, circunstancias, en, casos, de, feminicidios, en, lo, que, no, estoy, de, acuerdo, es, en, que, lo, hagan, un, movimiento, feminazi, y, que, copien, a, otros, países]",49,46
@cristiancrespoj No es demonio es una histérica feminazi,@cristiancrespoj no es demonio es una histérica feminazi,violent,1.2060727790004388e+18,misocorpus,"[no, es, demonio, es, una, histérica, feminazi]",8,7
"De ripley!! PREMIAN a Mon Laferte por mostrar las TETAS MINTIENDO al mundo q en Chile los carabineros torturan,matan y violan,los carabineros presentarán cargos en su contra por difamación,calumnia(por decir que los Militares y carabineros incendiaron el metro)REPULSIVA FEMINAZI. https://t.co/XkWQWh7XKb","de ripley!! premian a mon laferte por mostrar las tetas mintiendo al mundoque en chile los carabineros torturan,matan y violan,los carabineros presentarán cargos en su contra por difamación,calumnia(por decir que los militares y carabineros incendiaron el metro)repulsiva feminazi.",violent,1.206195355928404e+18,misocorpus,"[de, ripley, premian, a, mon, por, mostrar, las, tetas, mintiendo, al, en, chile, los, carabineros, torturan, matan, y, violan, los, carabineros, presentarán, cargos, en, su, contra, por, difamación, decir, que, los, militares, y, carabineros, incendiaron, el, feminazi]",38,37
"@AgustinLaje Que pena que los medios estén tomados de esta forma... realmente eso es lo preocupante. Pero somos realmente la opinión publica, no la publicada tergiversada. Debemos hacernos oir! La locura feminazi no representa ni el 10% de la población femenina mundial! Están desubicadas!!","@agustinlaje que pena que los medios estén tomados de esta forma... realmente eso es lo preocupante. pero somos realmente la opinión publica, no la publicada tergiversada. debemos hacernos oir! la locura feminazi no representa ni el 10% de la población femenina mundial! están desubicadas!!",violent,1.2062324737908283e+18,misocorpus,"[que, pena, que, los, medios, estén, tomados, de, esta, forma, realmente, eso, es, lo, preocupante, pero, somos, realmente, la, opinión, publica, no, la, publicada, tergiversada, debemos, hacernos, oir, la, locura, feminazi, no, representa, ni, el, 10%, de, la, población, femenina, mundial, están, desubicadas]",44,43
Cuando te alucinas feminazi pero acusan a tu idolo de barro.. https://t.co/AstKti3dFM,cuando te alucinas feminazi pero acusan a tu idolo de barro..,violent,1.205951953664004e+18,misocorpus,"[cuando, te, alucinas, feminazi, pero, acusan, a, tu, idolo, de, barro]",11,11
"Las FemiNazi mexicanas llenas de odio e ira queman biblias y exigen al presidente que Dios sea borrado.

Como en los días de la Nazi alemana de Hitler quemaban los libros y perseguian y asesinaban a los cristianos, judíos, homosexuales y gitanos. https://t.co/gd3qvkMyQn","las feminazi mexicanas llenas de odio e ira queman biblias y exigen al presidente que dios sea borrado. como en los días de la nazi alemana de hitler quemaban los libros y perseguian y asesinaban a los cristianos, judíos, homosexuales y gitanos.",violent,1.2062762563938427e+18,misocorpus,"[las, feminazi, mexicanas, llenas, de, odio, e, ira, queman, biblias, y, exigen, al, presidente, que, dios, sea, borrado, como, en, los, días, de, la, nazi, alemana, de, hitler, quemaban, los, libros, y, perseguian, y, asesinaban, a, los, cristianos, judíos, homosexuales, y, gitanos]",42,42
@igualdadreal_es Jajajajahaja🤮🤮🤮🤮🤮🤮🤮🤮🤮Vieja de mierda SORETE inmunda vomitiva la feminazi asquerosa.,@igualdadreal_es jajajajahajavieja de mierda sorete inmunda vomitiva la feminazi asquerosa,violent,1.2063009707135222e+18,misocorpus,"[de, mierda, sorete, inmunda, vomitiva, la, feminazi, asquerosa]",10,8
"Hoy aprendí algo nuevo y de una dama no feminazi el término Feminista se acuñó para designar a los hombres que apoyaban la lucha por la igualdad y puedo asegurar que las ""feminazis"" ni si quiera saben de donde viene el término",hoy aprendí algo nuevo y de una dama no feminazi el término feminista se acuñó para designar a los hombres que apoyaban la lucha por la igualdad y puedo asegurar que las feminazis ni si quiera saben de donde viene el término,violent,1.2062916994016666e+18,misocorpus,"[hoy, aprendí, algo, nuevo, y, de, una, dama, no, feminazi, el, término, feminista, se, acuñó, para, designar, a, los, hombres, que, apoyaban, la, lucha, por, la, igualdad, y, puedo, asegurar, que, las, feminazis, ni, si, quiera, saben, de, donde, viene, el, término]",42,42
@EsK198 @kislingerluisa Dale un hijo a la feminazi ésta pues !!!!! Gallo....,@esk198 @kislingerluisa dale un hijo a la feminazi ésta pues !!!!! gallo...,violent,1.2057809272233902e+18,misocorpus,"[dale, un, hijo, a, la, feminazi, ésta, pues, gallo]",12,9
@val_casla Nadie tiene la culpa de que seas una abortera enferma mental. Por qué deberíamos pagar tus drogas feminazi?,@val_casla nadie tiene la culpa de que seas una abortera enferma mental. por qué deberíamos pagar tus drogas feminazi?,violent,1.2056527419950203e+18,misocorpus,"[nadie, tiene, la, culpa, de, que, seas, una, enferma, mental, por, qué, deberíamos, pagar, tus, drogas, feminazi]",19,17
@CNNEE Jajajaja violacion ... típica feminazi,@cnnee jajajaja violacion ... típica feminazi,violent,1.2063096205385974e+18,misocorpus,"[jajajaja, violacion, típica, feminazi]",6,4
"@MariiSolano3 @mcoto04 @CarlosAlvQ Su comentario es tan hipócrita como su asquerosa ideología,no me venga con cuentos chinos feminazi. https://t.co/lEYTeHdOLf","@mariisolano3 @mcoto04 @carlosalvque su comentario es tan hipócrita como su asquerosa ideología,no me venga con cuentos chinos feminazi.",violent,1.2053334291491635e+18,misocorpus,"[su, comentario, es, tan, hipócrita, como, su, asquerosa, ideología, no, me, venga, con, cuentos, chinos, feminazi]",18,16
@Gonkano Locas Feminazi aborteras matabebes.,@gonkano locas feminazi aborteras matabebes,violent,1.2053399214368604e+18,misocorpus,"[locas, feminazi]",5,2
Se que cumpli mi misión cuando una feminazi me elimina de FB.,se que cumpli mi misión cuando una feminazi me elimina de fb,violent,1.2059584399707177e+18,misocorpus,"[se, que, cumpli, mi, misión, cuando, una, feminazi, me, elimina, de, fb]",12,12
"Y la defensa del derecho a la igualdad en el caso KEIKO NO LE IMPORTA  A LA DEFENSORIA ?...
PORQUE LA DEFENSORIA SI PROTEJE AL ACOSADOR  FEMINAZI JDP Y VELA, GORRITI Y VIZCARRA?
TIENEN TEMOR  DE enfrentar  a los rojos corruptos? https://t.co/4ydsCr3PWk","y la defensa del derecho a la igualdad en el caso keiko no le importa a la defensoria ?... porque la defensoria si proteje al acosador feminazi jdp y vela, gorriti y vizcarra? tienen temor de enfrentar a los rojos corruptos?",violent,1.2053704996410696e+18,misocorpus,"[y, la, defensa, del, derecho, a, la, igualdad, en, el, caso, no, le, importa, a, la, porque, la, si, proteje, al, acosador, feminazi, y, vela, y, tienen, temor, de, enfrentar, a, los, rojos, corruptos]",41,34
@utbh_altavoz Y porque este no tiene ruido? porque las feminazis no dicen nada?,@utbh_altavoz y porque este no tiene ruido? porque las feminazis no dicen nada?,violent,1.2072692898725765e+18,misocorpus,"[y, porque, este, no, tiene, ruido, porque, las, feminazis, no, dicen, nada]",13,12
